title,website_url,source,grades_or_ages,prices_mentioned,description
Archimedes and the Door of Science,https://simplycharlottemason.com/store/archimedes-and-the-door-of-science/,Simply Charlotte Mason,Middle School,$14.95,A living biography of Archimedes for middle school students.
Around the World in 80 Days Audiobook,https://simplycharlottemason.com/store/around-the-world-in-80-days-audiobook/,Simply Charlotte Mason,Charlotte Mason; All Ages,$18.00,"Jules Verne’s classic adventure novel of world travel, read by masterful narrator Jim Hodges. (Audio download.)"
As You Like It audio CDs,https://simplycharlottemason.com/store/as-you-like-it-audio-cds/,Simply Charlotte Mason,Charlotte Mason; All Ages,$18.95,Arkangel Shakespeare As You Like It audio dramatization.
"Atlas of World Geography, 7th Edition",https://simplycharlottemason.com/store/atlas-of-world-geography/,Simply Charlotte Mason,Charlotte Mason; All Ages,$15.95,"Beautiful, detailed maps that are perfect for exploring the geography of our world."
"Audio Tracks for Speaking French with Miss Mason and François, Volume 1",https://simplycharlottemason.com/store/audio-tracks-for-speaking-french-with-miss-mason-and-francois-volume-1/,Simply Charlotte Mason,Charlotte Mason; All Ages,$20.00,"For purchases of Speaking French with Miss Mason and Francois, Volume 1 at live events, this product gives access to the audio files."
"Audio Tracks for Speaking French with Miss Mason and François, Volume 2",https://simplycharlottemason.com/store/audio-tracks-for-speaking-french-with-miss-mason-and-francois-volume-2/,Simply Charlotte Mason,Charlotte Mason; All Ages,$20.00,"For purchases of Speaking French with Miss Mason and Francois, Volume 2 at live events, this product gives access to the audio files."
"Audio Tracks for Speaking German with Miss Mason and François, Volume 1",https://simplycharlottemason.com/store/audio-tracks-for-speaking-german-with-miss-mason-and-francois-volume-1/,Simply Charlotte Mason,Charlotte Mason; All Ages,$20.00,"For purchases of Speaking German with Miss Mason and Francois, Volume 1 at live events, this product gives access to the audio files."
"Audio Tracks for Speaking Italian with Miss Mason and François, Volume 1",https://simplycharlottemason.com/store/audio-tracks-for-speaking-italian-with-miss-mason-and-francois-volume-1/,Simply Charlotte Mason,Charlotte Mason; All Ages,$20.00,"For purchases of Speaking Italian with Miss Mason and Francois, Volume 1 at live events, this product gives access to the audio files."
"Audio Tracks for Speaking Spanish with Miss Mason and François, Volume 1",https://simplycharlottemason.com/store/audio-tracks-for-speaking-spanish-with-miss-mason-and-francois-volume-1/,Simply Charlotte Mason,Charlotte Mason; All Ages,$20.00,"For purchases of Speaking Spanish with Miss Mason and Francois, Volume 1 at live events, this product gives access to the audio files."
"Audio Tracks for Speaking Spanish with Miss Mason and François, Volume 2",https://simplycharlottemason.com/store/audio-tracks-for-speaking-spanish-with-miss-mason-and-francois-volume-2/,Simply Charlotte Mason,Charlotte Mason; All Ages,$20.00,"For purchases of Speaking Spanish with Miss Mason and Francois, Volume 2 at live events, this product gives access to the audio files."
"August Video Recording Event in McDonough, GA",https://simplycharlottemason.com/store/august-video-recording-event-mcdonough-ga/,Simply Charlotte Mason,Charlotte Mason; All Ages,Free,"A Special Live Conference with Sonya Shafer August 26, 2017 McDonough, Georgia Registration closed."
Augustus Caesar’s World,https://simplycharlottemason.com/store/augustus-caesars-world/,Simply Charlotte Mason,Legacy Curriculum (All Ages); Grades 7–12,$21.95,An overview of world history during the life of Augustus Caesar (Octavius). Wonderfully conversational tone! Recommended for grades 7–12.
