title,website_url,source,grades_or_ages,prices_mentioned,description
Volume III—Certificate of Completion,https://themysteryofhistory.com/product/volume-3-certificate-of-completion/,The Mystery of History,Grades 1-5; Volume I (Creation to A.D. 33); Grades 6-8; Volume II (The Early Church to the Renaissance); Grades 9-11; Volume III (The Renaissance to the Age of Industry),$3.99,"To recognize the achievement of your student(s), we offer a beautifully designed “Certificate of Completion” signed by the author for completing The Mystery of History Volume III. (Space allows you to write in your student’s name.)"
Volume III—Challenge Cards (PDF),https://themysteryofhistory.com/product/volume-3-challenge-cards-pdf/,The Mystery of History,Grades 1-5; Volume I (Creation to A.D. 33); Grades 6-8; Volume II (The Early Church to the Renaissance); Grades 9-11; Volume III (The Renaissance to the Age of Industry),$14.95,"Designed by Bright Ideas Press, “Challenge Cards” are two-sided printable question-and-answer flashcards—capturing the most important elements in The Mystery of History Volume III."
Volume III—Coloring Pages (PDF),https://themysteryofhistory.com/product/volume-3-coloring-pages-pdf/,The Mystery of History,Grades 1-5; Volume I (Creation to A.D. 33); Grades 6-8; Volume II (The Early Church to the Renaissance); Grades 9-11; Volume III (The Renaissance to the Age of Industry); All Ages,$14.95,"Students of all ages can enjoy these beautifully designed coloring pages made exclusively for The Mystery of History Volume III. Different from Volume I, which offers a collage-style page, this 28-page set has three panels per page with each panel depicting a different lesson from the week."
Volume III—Companion Guide,https://themysteryofhistory.com/product/volume-3-companion-guide/,The Mystery of History,Grades 1-5; Volume I (Creation to A.D. 33); Grades 6-8; Volume II (The Early Church to the Renaissance); Grades 9-11; Volume III (The Renaissance to the Age of Industry); All Ages,$39.95,"All of our hardback volumes come with a one-time download code (in the front inside cover of the Student Reader ) for a digital Companion Guide* loaded with curriculum for all ages! But, if you prefer paper pages in a binder, or the code has been used, this is the product you’re looking for. *Before you add this product to your cart, please consider the variables listed below (ie. Format, Condition, Edition.) This is a tricky point because in September 2023, Bright Ideas Press released a NEW Second Edition of our Volume III Companion Guide! (Don’t be confused! The Student Reader is still in its First Edition; only the Companion Guide was updated.) The Second Edition offers you an improved format, updated activities, revised mapping exercises, new literature ideas, etc. We recommend the Second Edition (as a PDF or in paper format) UNLESS you’re in a group that is using the First Edition. The editions are different enough by page number, activity names, mapping exercises, etc. that participants will want to be in the same edition."
Volume III—Folderbooks (PDF),https://themysteryofhistory.com/product/volume-3-folderbooks-pdf/,The Mystery of History,Grades 1-5; Volume I (Creation to A.D. 33); Grades 6-8; Volume II (The Early Church to the Renaissance); Grades 9-11; Volume III (The Renaissance to the Age of Industry),$32.00,"Designed by Bright Ideas Press, a Folderbook (also known as a Lapbook™) is a visually appealing cardstock keepsake that students can cut, fold, color, and assemble for each quarter of The Mystery of History, Volume III."
Volume III—Notebooking Pages (PDF),https://themysteryofhistory.com/product/volume-3-notebooking-pages-pdf/,The Mystery of History,Grades 1-5; Volume I (Creation to A.D. 33); Grades 6-8; Volume II (The Early Church to the Renaissance); Grades 9-11; Volume III (The Renaissance to the Age of Industry),$19.95,"Created by Bright Ideas Press, “Notebooking Pages” are an attractive and challenging set of lesson-specific illustrated pages and worksheets designed for multiple ages."
Volume III—Student Reader and digital Companion Guide,https://themysteryofhistory.com/product/volume-3-student-reader-and-companion-guide/,The Mystery of History,Grades 1-5; Volume I (Creation to A.D. 33); Grades 6-8; Volume II (The Early Church to the Renaissance); Grades 9-11; Volume III (The Renaissance to the Age of Industry); All Ages,$79.95 (was $99.95),"The Mystery of History Volume III (retailing at $99.95) covers world history from the Wars of the Roses (1455) to Isaac Watts (1707). Where most Renaissance studies primarily highlight the achievements of mankind, The Mystery of History Volume III shines light on God’s hand in history through the Reformation and synchronizes the Renaissance and Reformation—on one picturesque timeline. (Access to a digital Companion Guide, a 500+ page PDF resource—full of curriculum for all ages—is found on the inside cover of the book!) The ISBN of our current First Edition* is: 978-1892427083 ."
Volume III—Student Reader and digital Companion Guide (Bundle),https://themysteryofhistory.com/product/volume-iii-student-reader-and-digital-companion-guide-bundle/,The Mystery of History,Grades 1-5; Volume I (Creation to A.D. 33); Grades 6-8; Volume II (The Early Church to the Renaissance); Grades 9-11; Volume III (The Renaissance to the Age of Industry); All Ages,$99.95,"The Mystery of History Volume III (retailing at $99.95) covers world history from the Wars of the Roses (1455) to Isaac Watts (1707). Where most Renaissance studies primarily highlight the achievements of mankind, The Mystery of History Volume III shines light on God’s hand in history through the Reformation and synchronizes the Renaissance and Reformation—on one picturesque timeline. (Access to a digital Companion Guide, a 500+ page PDF resource—full of curriculum for all ages—is found on the inside cover of the book!)"
Volume III—Super Supplemental Collection (PDF),https://themysteryofhistory.com/product/volume-3-super-supplemental-collection-pdf/,The Mystery of History,Grades 1-5; Volume I (Creation to A.D. 33); Grades 6-8; Volume II (The Early Church to the Renaissance); Grades 9-11; Volume III (The Renaissance to the Age of Industry),$59.95,"For convenience and savings, Bright Ideas Press has bundled all four of their supplemental products for The Mystery of History Volume III into one PDF download. This Super Supplemental Collection contains: Challenge Cards Coloring Pages Notebooking Pages Folderbooks This product is available for classroom licensing. See details below."
Volume II—Audiobook (MP3),https://themysteryofhistory.com/product/volume-2-audiobook/,The Mystery of History,Grades 1-5; Volume I (Creation to A.D. 33); Grades 6-8; Volume II (The Early Church to the Renaissance),$9.00 (was $11.00),"Bring The Mystery of History Volume II to life with a word for word narration by the author. This listening library is sure to enhance your study of medieval times. Be it for bedtime, class time, lunchtime, or a road trip, you can listen and learn! This product now comes with a printable “Listening Guide” (in color or black & white) to help you track your progress and see upcoming lessons and dates. (Total listening time: 13 hrs 58 min)"
